#separator:pipe
#html:true
#deck:sonaveeb-b1-deck
#columns:front|frontExamples|frontWordForms|back
ühend|<ol><li>aine, mis koosneb kahe või enama keemilise elemendi aatomitest<br><ul><li>Orgaaniline ühend.</li><li>Pliiühend.</li><li>Süsinikuühend.</li></ul><li>mitmest sõnast moodustuv hrl omaette tähendusega ühend (nt <eki-foreign>nahka panema</eki-foreign>, <eki-foreign>kurja juur</eki-foreign>, <eki-foreign>tere hommikust</eki-foreign>),kaks või mitu sõna, mis esinevad koos ja millel on ühine tähendus või kindel ülesanne suhtluses. Ühendid on näiteks <eki-foreign>lahku minema</eki-foreign>, <eki-foreign>alla hindama</eki-foreign> ja <eki-foreign>tere hommikust</eki-foreign><br><ul><li>Nimisõnade ühend.</li><li>Terminilaadne ühend.</li></ul><li>(algebras:) hulk, mis on teiste hulkade summa<br><ul></ul></ol>|<table><thead><tr><th></th><th>ainsus</th><th>mitmus</th></tr></thead><tbody><tr><td>nime</td><td>ühend</td><td>ühendid</td></tr><tr><td>omas</td><td>ühendi</td><td>ühendite</td></tr><tr><td>osas</td><td>ühendit</td><td>ühendeid</td></tr><tr><td>lüh sütl</td><td>-</td><td></td></tr></tbody></table>|<ol><li>химическое соединение, сложное вещество, соединение</li><li>словесное сочетание, словосочетание, сочетание, соединение, <span style="opacity: 0.27529411764705886">выражение</span></li><li>соединение, объединение</li></ol>
ühendama|<ol><li>mingit eset või selle osa millegi külge kinnitama, siduma, millegagi ühendusse viima,mingit eset või eseme osa millegi muu külge kinnitama, siduma või liitma<br><ul><li>Juhtmeotsad tuleb ühendada.</li><li>Arvuti on vooluvõrku ühendatud.</li><li>Elektrik ühendab juhtmeid.</li><li>Kas arvuti on võrku ühendatud?</li></ul><li>(millegi kohta, mis eri osi omavahel seob ja ühendusepidamist võimaldab)<br><ul><li>Saari ühendab sild.</li></ul><li>(telefonsides kõne saamiseks)<br><ul><li>Ühendage mind palun otse-eetriga.</li></ul><li>üheks tervikuks liitma või koondama,üheks tervikuks liitma<br><ul><li>Kaks valda ühendati.</li><li>Plaan on väikesed meediakanalid ühendada.</li><li>Ta on suutnud endas ühendada maailmaparandaja ja looja.</li><li>Kaks panka ühendati.</li></ul><li>organisatsioonina, asutusena endasse koondama<br><ul><li>Meie liit ühendab metsaomanikke.</li></ul><li>(kedagi või midagi siduva, lähendava, liitva ühisosa kohta),omavahel siduma,kontakti viima<br><ul><li>Rindele läinud mehi ühendas isamaaline aade.</li><li>Suurbritanniat ja Eestit ühendab suur huvi loodushoiu vastu.</li><li>Muusika ühendab noori.</li><li>Palun ühendage mind direktoriga.</li><li>Raudtee ühendab Tallinnat Tartuga.</li></ul></ol>|<table><thead><tr><th>-ma</th><th>-da</th><th>-n</th></tr></thead><tbody><tr><td>ühendama</td><td>ühendada</td><td>ühendan</td></tr></tbody></table>|<ol><li>соединять, соединить, связывать, связать, скреплять</li><li>соединять, соединить, <span style="opacity: 0.5294117647058824">связывать</span>, <span style="opacity: 0.5294117647058824">связать</span>, <span style="opacity: 0.5294117647058824">объединить</span></li><li>соединять, соединить</li><li>объединять, объединить, соединять, соединить, сочетать</li><li>объединять, объединить, <span style="opacity: 0.5294117647058824">сплачивать</span>, <span style="opacity: 0.5294117647058824">объединять</span>, <span style="opacity: 0.5294117647058824">объединить</span></li><li>объединять, объединить, сплачивать, сплотить, сблизить</li></ol>
ühesuunaline|<ol><li>ühes suunas toimuv, ühe suunaga,ühes suunas toimuv või ühes suunas liikumist võimaldav<br><ul><li>Ühesuunaline liiklus.</li><li>Narkomaania ja surmanuhtlus on mõlemad ühesuunalised, pöördumatud.</li><li>Sellel tänaval on ühesuunaline liiklus.</li></ul></ol>|<table><thead><tr><th></th><th>ainsus</th><th>mitmus</th></tr></thead><tbody><tr><td>nime</td><td>ühesuunaline</td><td>ühesuunalised</td></tr><tr><td>omas</td><td>ühesuunalise</td><td>ühesuunaliste</td></tr><tr><td>osas</td><td>ühesuunalist</td><td>ühesuunalisi</td></tr><tr><td>lüh sütl</td><td>ühesuunalisse</td><td></td></tr></tbody></table>|<ol><li>односторонний</li></ol>
ühetoaline|<ol><li>ühe toaga, ühest toast koosnev,ühe toaga, ühest toast koosnev<br><ul><li>Ühetoaline korter.</li></ul></ol>|<table><thead><tr><th></th><th>ainsus</th><th>mitmus</th></tr></thead><tbody><tr><td>nime</td><td>ühetoaline</td><td>ühetoalised</td></tr><tr><td>omas</td><td>ühetoalise</td><td>ühetoaliste</td></tr><tr><td>osas</td><td>ühetoalist</td><td>ühetoalisi</td></tr><tr><td>lüh sütl</td><td>ühetoalisse</td><td></td></tr></tbody></table>|<ol><li>однокомнатный</li></ol>
ühine|<ol><li>samaaegselt kahe või enama omanduses, valduses või kasutuses olev,kahele või enamale ühtviisi omane või iseloomulik,selline, mis seob omavahel kahte või enamat inimest või mis kuulub kahele või enamale inimesele,mitmekesi, koos tehtav<br><ul><li>Meie ühine vara.</li><li>Vennad küll, aga midagi ühist neil pole.</li><li>Meil on palju ühist, millest rääkida.</li><li>Tal ei ole oma abikaasaga ühiseid lapsi.</li></ul><li>kahe või enama osavõtul, koostegevusel sooritatav või toimuv<br><ul><li>Ühine töö liitis.</li><li>Mitme riigi ühine pealetung.</li></ul></ol>|<table><thead><tr><th></th><th>ainsus</th><th>mitmus</th></tr></thead><tbody><tr><td>nime</td><td>ühine</td><td>ühised</td></tr><tr><td>omas</td><td>ühise</td><td>ühiste</td></tr><tr><td>osas</td><td>ühist</td><td>ühiseid</td></tr><tr><td>lüh sütl</td><td>-</td><td></td></tr></tbody></table>|<ol><li>общий, <span style="opacity: 0.5294117647058824">коллективный</span>, <span style="opacity: 0.5294117647058824">общий</span>, <span style="opacity: 0.5294117647058824">общеупотребительный</span>, <span style="opacity: 0.5294117647058824">общего пользования</span></li><li>совместный, общий</li></ol>
ühinema|<ol><li>(asutuste vm üksuste kohta:) mitmest eri üksusest üheks üksuseks saama, neist üht uut üksust moodustama,kui näiteks organisatsioonid või riigid <eki-highlight>ühinevad </eki-highlight>või <eki-highlight>liituvad</eki-highlight>, siis neist saab üks tervik<br><ul><li>Vändra alev ja Kaisma vald ühinesid septembris 2009.</li><li>Sampo Pank ühines Danske Bankiga.</li><li>Eesti ühines Euroopa Liiduga 2004. aastal.</li><li>Kaks parteid ühinevad oktoobris.</li><li>Kaks väikeettevõtet ühinesid.</li></ul><li>(nähtuse, protsessi vms kohta:) üheks liituma, kokku või ühte sulama (nii et tekib midagi)<br><ul><li>Suitsu ja udu ühinedes tekib sudu.</li><li>Seemnerakk ühineb munarakuga, tekib loode.</li></ul><li>(keemilise aine kohta:) teis(t)e aine(te)ga selliselt reageerima, et tekib ühend<br><ul><li>Põlemise käigus ühinevad kaks ainet ning tekib uus aine.</li></ul><li>millelegi lisaks, juurde tulema,(ühisel eesmärgil) midagi koos tegema hakkama,midagi (ühisel eesmärgil) koos tegema hakkama<br><ul><li>Mõnedki tulipead ühinesid mässajatega.</li><li>Me lähme kinno, kas sa ühined meiega?</li><li>Arstid ühinesid õpetajate streigiga.</li></ul></ol>|<table><thead><tr><th>-ma</th><th>-da</th><th>-n</th></tr></thead><tbody><tr><td>ühinema</td><td>ühineda</td><td>ühinen</td></tr></tbody></table>|<ol><li>объединяться, объединиться, соединяться, соединиться, <span style="opacity: 0.5294117647058824">объединяться</span></li><li>соединяться, соединиться, <span style="opacity: 0.43058823529411766">сочетаться</span>, <span style="opacity: 0.43058823529411766">совмещаться</span>, <span style="opacity: 0.4117647058823529">слиться</span></li><li>соединяться, соединиться</li><li>присоединяться, присоединиться, примыкать, примкнуть, объединяться</li></ol>
ühing|<ol><li>ühistel eesmärkidel koondunud isikute ühendus,ühistel eesmärkidel liitunud isikute ühendus<br><ul><li>Eesti Autorite Ühing.</li><li>Esimeest süüdistati ühingu raha raiskamises.</li><li>Ühingusse kuulub kakssada liiget.</li></ul></ol>|<table><thead><tr><th></th><th>ainsus</th><th>mitmus</th></tr></thead><tbody><tr><td>nime</td><td>ühing</td><td>ühingud</td></tr><tr><td>omas</td><td>ühingu</td><td>ühingute</td></tr><tr><td>osas</td><td>ühingut</td><td>ühinguid</td></tr><tr><td>lüh sütl</td><td>-</td><td></td></tr></tbody></table>|<ol><li>общество, коммерческое общество, доходное общество, коммерческое объединение, доходное объединение</li></ol>
ühiskondlik|<ol><li>ühiskonna, selle osade ja inimestega ning nende vastastikuste suhetega seotud, ühiskonnas esinev,ühiskonnaga seotud, ühiskonnale kuuluv või ühiskonnas esinev<br><ul><li>Reformide jätkamine nõuab ühiskondlikku kokkulepet.</li><li>Tundliku ühiskondliku närviga kriitik.</li><li>Juhtum riivas ühiskondlikku moraalitunnet.</li><li>Ta osaleb aktiivselt ühiskondlikus elus.</li></ul><li>(tasuta, üldsuse huvides tehtava töö kohta)<br><ul><li>Ta teeb ühistu esimehe tööd ühiskondlikus korras.</li></ul></ol>|<table><thead><tr><th></th><th>ainsus</th><th>mitmus</th></tr></thead><tbody><tr><td>nime</td><td>ühiskondlik</td><td>ühiskondlikud</td></tr><tr><td>omas</td><td>ühiskondliku</td><td>ühiskondlike,ühiskondlikkude</td></tr><tr><td>osas</td><td>ühiskondlikku</td><td>ühiskondlikke,ühiskondlikkusid</td></tr><tr><td>lüh sütl</td><td>ühiskondlikku</td><td></td></tr></tbody></table>|<ol><li>общественный, социальный, <span style="opacity: 0.5294117647058824">общий</span>, <span style="opacity: 0.5294117647058824">коллективный</span>, <span style="opacity: 0.5294117647058824">общий</span></li><li><span style="opacity: 0.4152941176470588">общинный</span>, <span style="opacity: 0.4117647058823529">общеполезный</span>, <span style="opacity: 0.4117647058823529">полезный для всех</span>, <span style="opacity: 0.4117647058823529">общественно полезный</span></li></ol>
ühistransport|<ol><li>sõitjate vedu ühissõidukitega,sõitjate vedu kõigile mõeldud sõidukitega<br><ul><li>Ühistranspordi areng.</li></ul><li>ühissõidukid kogumina,sõidukid, millega kõik võivad sõita, näiteks bussid, trollid ja trammid<br><ul><li>Autod takistavad ühistranspordi liikumist.</li></ul></ol>|<table><thead><tr><th></th><th>ainsus</th><th>mitmus</th></tr></thead><tbody><tr><td>nime</td><td>ühistransport</td><td>-</td></tr><tr><td>omas</td><td>ühistranspordi</td><td>-</td></tr><tr><td>osas</td><td>ühistransporti</td><td>-,-</td></tr><tr><td>lüh sütl</td><td>ühistransporti</td><td></td></tr></tbody></table>|<ol><li>общественный транспорт</li><li>общественный транспорт</li></ol>
ühtlane|<ol><li>muutumatul, samal viisil toimuv, (omadustelt) võrdlemisi ühesugune,üsna ühesugune, mis eriti ei muutu<br><ul><li>Vihmarabin oli nüüd ühtlane, monotoonne, uinutav.</li><li>Terve taevaalune oli täis ühtlast kollast valgust.</li><li>Tuli hoida ühtlast tempot.</li><li>Kõndisime ühtlases tempos.</li></ul></ol>|<table><thead><tr><th></th><th>ainsus</th><th>mitmus</th></tr></thead><tbody><tr><td>nime</td><td>ühtlane</td><td>ühtlased</td></tr><tr><td>omas</td><td>ühtlase</td><td>ühtlaste</td></tr><tr><td>osas</td><td>ühtlast</td><td>ühtlasi</td></tr><tr><td>lüh sütl</td><td>ühtlasse</td><td></td></tr></tbody></table>|<ol><li>ровный, равномерный, мерный, ритмичный, однородный</li></ol>
üksi|<ol><li>ilma teiste juuresolekuta, teistest lahus või eraldi,ilma teiste osavõtuta või abita,ilma teiste inimesteta või teistest eraldi<br><ul><li>Kodus üksi on igav.</li><li>Te ei pea üksi otsustama.</li><li>Ärgem jäägem oma muredega üksi.</li><li>Ta elab üksi.</li><li>Laps on üksi kodus.</li><li>Ma pean kõigega üksi hakkama saama.</li></ul><li>(muid võimalusi välistavalt:) ainult, üksnes,muud kõrvale või arvestamata jättes,ainult, üksnes<br><ul><li>Riietest üksi on vähe, erivarustus on ka vajalik.</li><li>Üksi vanalinna sissesõit maksab 7 eurot.</li></ul></ol>||<ol><li>один, одна, одно, одни, в одиночку</li><li>только, лишь, исключительно, единственно, только лишь</li></ol>
üksik|<ol><li>ilma kaaslaseta, teisteta, üksi olev, tegutsev vms,üksi, perekonnata või kaaslas(t)eta olev<br><ul><li>Hääletamisel võetakse üksikut inimest kergemini peale.</li><li>Ta jäi elu lõpuni üksikuks.</li><li>Olen üksik laps, õdesid-vendi mul pole.</li></ul><li>õdedeta ja vendadeta<br><ul><li>Olime mõlemad üksikud lapsed.</li></ul><li>paariliseta, mitte abielus või kooselus, perekonnata, üksi elav<br><ul><li>Üksik 40-aastane meesterahvas.</li></ul><li>hingeliselt üksi, sõpradeta olev, hrl seetõttu õnnetu või kurb,seltsimatu, endassesulgunud<br><ul><li>Ma olen nii üksik.</li></ul><li>(asukohalt) eraldi olev, omaette paiknev,kõrvaline, vähekäidav,eraldi asukohaga, omaette paiknev<br><ul><li>Mida võtaksid kaasa üksikule saarele?</li><li>Millised kolm asja sa üksikule saarele kaasa võtaksid?</li></ul><li>(ainult) mõni,vähene,mõni<br><ul><li>Tegin ainult üksikuid parandusi.</li><li>Mõni üksik halb ilm veetemperatuuri oluliselt ei mõjuta.</li><li>Kaupluses käis vaid mõni üksik ostja.</li><li>Leidub ka üksikuid erandeid.</li></ul><li>mingist hulgast, tervikust eristuv, eraldi, omaette tervikuna võetav<br><ul><li>Ma ei taha pikalt üksikutel detailidel peatuda.</li><li>Ei saa välja kiskuda üksikuid seiku.</li></ul><li>filosoofia kategooria, mis iseloomustab nähtust kui teistest nähtustest erinevat ja suhteliselt eraldatud tervikut<br><ul><li>Deduktiivne mõtlemine on suunaga üldiselt üksikule, induktiivne mõtlemine, vastupidi, üksikutelt üldisele.</li></ul></ol>|<table><thead><tr><th></th><th>ainsus</th><th>mitmus</th></tr></thead><tbody><tr><td>nime</td><td>üksik</td><td>üksikud</td></tr><tr><td>omas</td><td>üksiku</td><td>üksikute</td></tr><tr><td>osas</td><td>üksikut</td><td>üksikuid</td></tr><tr><td>lüh sütl</td><td>-</td><td></td></tr></tbody></table>|<ol><li>одинокий, одиночный, <span style="opacity: 0.5294117647058824">одно-единственное</span>, <span style="opacity: 0.5294117647058824">только один</span>, <span style="opacity: 0.5294117647058824">всего один</span></li><li></li><li><span style="opacity: 0.5294117647058824">холостой</span>, <span style="opacity: 0.5294117647058824">незамужняя</span>, <span style="opacity: 0.5294117647058824">неженатый</span>, <span style="opacity: 0.5294117647058824">не замужем</span></li><li>одинокий, затворнический, отрешённый, нелюдимый, сиротливый</li><li>одинокий, <span style="opacity: 0.5294117647058824">обходный</span>, <span style="opacity: 0.5294117647058824">отдалённый</span>, <span style="opacity: 0.5294117647058824">укромный</span>, <span style="opacity: 0.5294117647058824">уединённый</span></li><li>единичный, отдельный, <span style="opacity: 0.4117647058823529">единичный</span>, <span style="opacity: 0.4117647058823529">считанный</span>, <span style="opacity: 0.4117647058823529">пара</span></li><li>отдельный, единичный, <span style="opacity: 0.5294117647058824">определённый</span>, <span style="opacity: 0.5294117647058824">конкретный</span>, <span style="opacity: 0.5294117647058824">точный</span></li><li>частное</li></ol>
üksinda|<ol><li>ilma teiste juuresolekuta, teistest lahus või eraldi,ilma teiste osavõtuta või abita,ilma teiste inimesteta või teistest eraldi<br><ul><li>Miks te üksinda jalutate?</li><li>Keeruline elu, üksinda võõraste keskel.</li><li>Pole vaja tulla, saan üksinda hakkama.</li><li>Mari läks üksinda kinno.</li><li>Lapsed jäid üksinda koju.</li></ul><li>(muid võimalusi välistavalt:) ainult, üksnes,muud kõrvale või arvestamata jättes,ainult, üksnes<br><ul><li>Suurest vaimustusest üksinda ei piisa.</li></ul></ol>||<ol><li>один, одна, одно, одни, в одиночку</li><li>только, лишь, исключительно, единственно, только лишь</li></ol>
